DEPTO,CÓDIGO,MATERIA,DOCENTES,FECHA,HORA INICIO,HORA FIN,SEDE
MECANICA,8712,MECANISMOS,"di IORIO, JOSÉ MARÍA",3/2/2023,19:00,22:00,
MECANICA,6712,MECANISMOS B,"di IORIO, JOSÉ MARÍA",3/2/2023,19:00,22:00,
GESTION,9133,MICROECONOMÍA APLICADA,"BOTTA, JORGE BENJAMIN",3/2/2023,19:00,NULL,
ELECTRONICA,8646,MICROELECTRÓNICA,"GARCIA INZA, MARIANO ANDRES",3/2/2023,19:00,22:00,
GESTION,7115,MODELOS Y OPTIMIZACION II,"GIOSCIO, CLAUDIA ROXANA",3/2/2023,19:00,NULL,
GESTION,9105,MODELOS Y OPTIMIZACIÓN II,"GIOSCIO, CLAUDIA ROXANA",3/2/2023,19:00,NULL,
COMPUTACION,7506,ORGANIZACION DE DATOS,"ARGERICH, LUIS RICARDO",3/2/2023,19:00,22:00,
COMPUTACION,7506,ORGANIZACION DE DATOS,"RODRIGUEZ, JUAN MANUEL",3/2/2023,19:00,22:00,
COMPUTACION,9558,ORGANIZACIÓN DE DATOS,"ARGERICH, LUIS RICARDO",3/2/2023,19:00,22:00,
COMPUTACION,9558,ORGANIZACIÓN DE DATOS,"RODRIGUEZ, JUAN MANUEL",3/2/2023,19:00,22:00,
ENERGIA,7918,PROPIEDADES DE LA ROCA Y LOS FLUÍDOS DE RESERVORIOS,"MANESTAR, GASTÓN JOSÉ",3/2/2023,19:00,21:00,Ing Quimica
GESTION,7144,RECURSOS HUMANOS,"RICKERT, CARLOS",3/2/2023,19:00,NULL,
GESTION,9117,RECURSOS HUMANOS,"RICKERT, CARLOS",3/2/2023,19:00,NULL,
COMPUTACION,7571,SEMINARIO DE ING. EN INFORMATICA I,"COSSO, PABLO GUSTAVO",3/2/2023,19:00,22:00,
COMPUTACION,7572,SEMINARIO DE ING. EN INFORMATICA II,NULL,3/2/2023,19:00,22:00,
ELECTRONICA,8665,SISTEMAS EMBEBIDOS,"CRUZ, JUAN MANUEL",3/2/2023,19:00,21:00,
COMPUTACION,7545,TALLER DE DESARROLLO DE PROYECTOS I,"PIÑEIRO, GABRIEL",3/2/2023,19:00,22:00,
COMPUTACION,7552,TALLER DE PROGRAMACION II,"CALONICO, CHRISTIAN MARIO",3/2/2023,19:00,22:00,
MECANICA,6733,TECNOLOGIA DEL CALOR,"BARRAL, PABLO MARTÍN",3/2/2023,19:00,22:00,
ING QUIMICA,7699,TRABAJO PROFESIONAL DE ING. QUÍMICA,"ROLLHAISER, MARCELO OSCAR",3/2/2023,19:00,22:00,Ing Quimica
ING QUIMICA,7659,TRABAJO PROFESIONAL DE ING. QUIMICA I,"ROLLHAISER, MARCELO OSCAR",3/2/2023,19:00,22:00,Ing Quimica
ING QUIMICA,7662,TRABAJO PROFESIONAL DE ING. QUIMICA II,"ROLLHAISER, MARCELO OSCAR",3/2/2023,19:00,NULL,Ing Quimica
COMPUTACION,7517,IMPLANTACION DE SISTEMAS,"GUARNA, PABLO FRANCISCO",3/2/2023,19:00,22:00,
COMPUTACION,7556,ORG. DE LA IMPLANTACION Y EL MANTENIM.,"GUARNA, PABLO FRANCISCO",3/2/2023,19:00,22:00,
COMPUTACION,7540,ALGORITMOS Y PROGRAMACION I,"GUARNA, PABLO FRANCISCO",3/2/2023,19:00,22:00,
COMPUTACION,9514,ALGORITMOS Y PROGRAMACION I,"GUARNA, PABLO FRANCISCO",3/2/2023,19:00,22:00,
FISICA,8202,FÍSICA II,"PEREZ, LILIANA INES",3/3/2023,9:00,12:00,
FISICA,6203,FISICA II A,"PEREZ, LILIANA INES",3/3/2023,9:00,12:00,
FISICA,6204,FISICA II B,"PEREZ, LILIANA INES",3/3/2023,9:00,12:00,
COMPUTACION,7501,COMPUTACIÓN,"ARRIAZU, ALEJANDRA ISABEL",3/3/2023,10:00,14:00,
COMPUTACION,9501,COMPUTACIÓN,"ARRIAZU, ALEJANDRA ISABEL",3/3/2023,10:00,14:00,
ING QUIMICA,7663,DISEÑO AVANZADO DE REACTORES,"DIEUZEIDE, MARIA LAURA",3/3/2023,10:00,13:00,Ing Quimica
ING QUIMICA,7653,DISEÑO DE REACTORES,"DIEUZEIDE, MARIA LAURA",3/3/2023,10:00,13:00,Ing Quimica
ING QUIMICA,7608,INGENIERIA DE LAS REACCIONES QUIMICAS,NULL,3/3/2023,10:00,13:00,Ing Quimica
ELECTRONICA,8670,INTRODUCCION AL DISEÑO ASISTIDO POR COMPUTADORA,"PEDERSEN, EDUARDO CRISTIAN",3/3/2023,12:00,15:00,
ELECTRONICA,8606,CIRCUITOS ELECTRÓNICOS,"ZOLA, JULIO GUILLERMO",3/3/2023,13:00,16:00,
MATEMATICA,6110,ANALISIS MATEMATICO III A,"CACHILE, MARIO ANDRES - GRYNBERG, SEBASTIAN PABLO - GONZALEZ, GRACIELA ADRIANA",3/3/2023,14:00,17:00,Paseo Colon
MATEMATICA,8105,ANÁLISIS MATEMÁTICO III A,"CACHILE, MARIO ANDRES - GRYNBERG, SEBASTIAN PABLO - GONZALEZ, GRACIELA ADRIANA",3/3/2023,14:00,17:00,Paseo Colon
MATEMATICA,8106,ANÁLISIS MATEMÁTICO III B,"GONZALEZ, GRACIELA ADRIANA - GRYNBERG, SEBASTIAN PABLO - CACHILE, MARIO ANDRES",3/3/2023,14:00,17:00,Paseo Colon
MATEMATICA,6113,ANALISIS MATEMATICO III C,"MURMIS, EDUARDO GABRIEL - GRYNBERG, SEBASTIAN PABLO",3/3/2023,14:00,17:00,Paseo Colon
MATEMATICA,6114,MATEMATICA ESPECIAL PARA ING. QUIMICA,"GRYNBERG, SEBASTIAN PABLO - CACHILE, MARIO ANDRES - GONZALEZ, GRACIELA ADRIANA",3/3/2023,14:00,17:00,Paseo Colon
MATEMATICA,6116,MATEMATICA PARA INGENIEROS,"GRYNBERG, SEBASTIAN PABLO - GONZALEZ, GRACIELA ADRIANA - CACHILE, MARIO ANDRES",3/3/2023,14:00,17:00,Paseo Colon
ELECTRONICA,8663,PROCESAMIENTO Y ANÁLISIS DE SEÑALES E IMÁGENES EN BIOINGENIERÍA,"ARINI, PEDRO DAVID",3/3/2023,14:00,17:00,
COMPUTACION,9511,ALGORITMOS Y PROGRAMACIÓN I,"SANTISI, SEBASTIAN",3/3/2023,15:00,18:00,
GESTION,9144,HERRAMIENTAS DE GESTIÓN PROFESIONAL,"CONDE, MARIA EUGENIA",3/3/2023,15:00,NULL,
FISICA,6206,MECANICA I,"SORICHETTI, PATRICIO ANIBAL",3/3/2023,15:00,18:00,
NAVAL,7314,NAVEGACION,"ORLIACQ, ERNESTO EDUARDO",3/3/2023,15:00,17:00,
QUIMICA,6305,QUÍMICA ANALÍTICA,"FASOLI, HECTOR JOSE - PIOL, MARIA NATALIA - BOEYKENS, SUSANA PATRICIA",3/3/2023,15:00,18:00,
QUIMICA,6315,QUÍMICA ANALÍTICA INSTRUMENTAL,"FASOLI, HECTOR JOSE - PIOL, MARIA NATALIA - BOEYKENS, SUSANA PATRICIA",3/3/2023,15:00,18:00,
ELECTRONICA,8657,ACÚSTICA,"VECHIATTI, NILDA SUSANA",3/3/2023,16:00,19:00,
COMPUTACION,7512,ANALISIS NUMERICO I,"RODRIGUEZ, DANIEL FABIAN",3/3/2023,16:00,19:00,
COMPUTACION,9504,ANÁLISIS NUMÉRICO I,"RODRIGUEZ, DANIEL FABIAN",3/3/2023,16:00,19:00,
COMPUTACION,9513,MÉTODOS MATEMÁTICOS Y NUMÉRICOS,"RODRIGUEZ, DANIEL FABIAN",3/3/2023,16:00,19:00,
COMPUTACION,7540,ALGORITMOS Y PROGRAMACION I,"ESSAYA, DIEGO NICOLAS",3/3/2023,17:00,20:00,
COMPUTACION,9514,ALGORITMOS Y PROGRAMACIÓN I,"ESSAYA, DIEGO NICOLAS",3/3/2023,17:00,20:00,
AGRIMENSURA,7027,CATASTRO,"CARBONE, FERNANDO MARTIN PASCUAL",3/3/2023,17:00,21:00,
MECANICA,6707,DIBUJO MECANICO,"FERNANDEZ, PABLO OSVALDO - MERLO, RUBEN OSVALDO",3/3/2023,17:00,22:00,
MECANICA,6739,DIBUJO PARA INGENIEROS,"MERLO, RUBEN OSVALDO - FERRARIO, GUILLERMO PABLO",3/3/2023,17:00,22:00,
TRANSPORTE,8814,EVALUACIÓN DE PROYECTOS,"BELENKY, LUIS PABLO - PIAZZA, GUSTAVO RODOLFO - PALOMAR, ALBERTO GUSTAVO",3/3/2023,17:00,20:00,
ING QUIMICA,7647,FENÓMENOS DE TRANSPORTE,"AGALIOTIS, ELIANA MABEL",3/3/2023,17:00,22:00,Ing Quimica
AGRIMENSURA,7006,GEOGRAFIA FISICA Y GEOLOGIA,"MEDINA, RUBEN ALBERTO",3/3/2023,17:00,21:00,
MECANICA,8713,MEDIOS DE REPRESENTACIÓN,"MERLO, RUBEN OSVALDO",3/3/2023,17:00,22:00,
MECANICA,6702,MEDIOS DE REPRESENTACION B,"MERLO, RUBEN OSVALDO - FERNANDEZ, PABLO OSVALDO",3/3/2023,17:00,22:00,
MECANICA,6703,MEDIOS DE REPRESENTACION C,"MERLO, RUBEN OSVALDO",3/3/2023,17:00,22:00,
ING QUIMICA,7603,OPERACIONES I,"AGALIOTIS, ELIANA MABEL",3/3/2023,17:00,22:00,Ing Quimica
GESTION,7131,ORGANIZACION DE LA PRODUCCION,"CONDE, MARIA EUGENIA",3/3/2023,17:00,NULL,
GESTION,9113,ORGANIZACIÓN DE LA PRODUCCIÓN,"CONDE, MARIA EUGENIA",3/3/2023,17:00,NULL,
HIDRAULICA,8906,PLANIFICACIÓN DE RECURSOS HIDRÁULICOS,"ARADAS, RODOLFO DANIEL",3/3/2023,17:00,NULL,
NAVAL,7341,PRACTICAS DE ASTILLEROS II,"MOLINA, CARLOS ALBERTO",3/3/2023,17:00,20:00,
NAVAL,7340,PRACTICAS EN ASTILLEROS I,"del VALLE, FRANCISCO",3/3/2023,17:00,20:00,
ELECTRONICA,6671,SISTEMAS GRÁFICOS,"ABBATE, HORACIO ANTONIO",3/3/2023,17:00,20:00,
ELECTRONICA,8643,SISTEMAS GRÁFICOS,"ABBATE, HORACIO ANTONIO",3/3/2023,17:00,20:00,
AGRIMENSURA,7039,VALUACIONES,"CARBONE, FERNANDO MARTIN PASCUAL",3/3/2023,17:00,21:00,
ENERGIA,7910,DESARROLLO DE YACIMIENTOS,"VEIGA, RICARDO DANIEL",3/3/2023,18:00,20:00,Ing Quimica
AGRIMENSURA,7044,DIBUJO TOPOGRÁFICO II,"MONTES, ALEJANDRO GABRIEL",3/3/2023,18:00,22:00,
ENERGIA,7920,Ensayo de Pozos,Vitriu,3/3/2023,18:00,,Ing Quimica
GESTION,7106,ESTRUCTURA ECONOMICA ARGENTINA,"SURACE, PABLO ESTEBAN",3/3/2023,18:00,NULL,
GESTION,9139,ESTRUCTURAS Y PROCESOS ORGANIZACIONALES,"GALLI, ADRIANA SILVIA",3/3/2023,18:00,NULL,
AGRIMENSURA,7014,FOTOGRAMETRIA I,"PIÑERO, CARLOS ALBERTO",3/3/2023,18:00,22:00,
AGRIMENSURA,7016,FOTOGRAMETRIA II,"PIÑERO, CARLOS ALBERTO",3/3/2023,18:00,22:00,
TEC INDUSTRIAL,9220,INDUSTRIA AUTOMOTRIZ,"SABELLI, ALFREDO JORGE - CONTI, AGUSTIN ALEJANDRO",3/3/2023,18:00,21:00,
GESTION,9129,INGENIERÍA ECONÓMICA A,"LELIC, RIFAT - PALANDELLA, MAURICIO GUILLERMO",3/3/2023,18:00,NULL,
GESTION,7151,INGENIERIA ECONOMICA II,"PALANDELLA, MAURICIO GUILLERMO - LELIC, RIFAT",3/3/2023,18:00,NULL,
COMPUTACION,7543,INTRODUCCION A LOS SISTEMAS DISTRIBUIDOS,"ALVAREZ HAMELIN, JOSE IGNACIO",3/3/2023,18:00,22:00,
GESTION,9124,MACROECONOMÍA Y ESTRUCTURA ECONÓMICA ARGENTINA,"SURACE, PABLO ESTEBAN",3/3/2023,18:00,NULL,
COMPUTACION,9560,REDES Y APLICACIONES DISTRIBUIDAS,"ALVAREZ HAMELIN, JOSE IGNACIO",3/3/2023,18:00,22:00,
COMPUTACION,7533,REDES Y TELEPROCESAMIENTOS I,"ALVAREZ HAMELIN, JOSE IGNACIO",3/3/2023,18:00,22:00,
CONSTRUCCIONES,9410,ESTRUCTURAS METÁLICAS I,"DARIN, GUSTAVO ERNESTO - LEJBOWICZ ABATE, EDUARDO CARLOS - CRISTO, RUBEN ALBERTO",3/3/2023,18:30,21:30,
CONSTRUCCIONES,9411,ESTRUCTURAS METÁLICAS II,"LEJBOWICZ ABATE, EDUARDO CARLOS - DARIN, GUSTAVO ERNESTO",3/3/2023,18:30,21:30,
GESTION,7136,GESTION DE CALIDAD,"KOLL, MARCELO HORACIO",3/3/2023,18:30,NULL,
GESTION,9136,GESTIÓN DE LA CALIDAD,"KOLL, MARCELO HORACIO",3/3/2023,18:30,NULL,
ELECTRONICA,8633,ELECTRÓNICA,"OREGLIA, EDUARDO VICTOR",3/3/2023,19:00,22:00,
ELECTRONICA,6603,ELECTRÓNICA GENERAL,"OREGLIA, EDUARDO VICTOR",3/3/2023,19:00,22:00,
ELECTRONICA,6604,ELECTRONICA I,"OREGLIA, EDUARDO VICTOR",3/3/2023,19:00,22:00,
ELECTRONICA,6605,ELECTRONICA II,"OREGLIA, EDUARDO VICTOR",3/3/2023,19:00,22:00,
GESTION,9137,EMPRENDIMIENTOS DE INGENIERÍA,NULL,3/3/2023,19:00,NULL,
ESTABILIDAD,6413,ESTABILIDAD III B,"ABELEDO, MARCELO GUILLERMO",3/3/2023,19:00,22:00,
GESTION,7118,ESTRUCTURA ECONOMICA ARGENTINA,"BERTOIA DEL VALLE, EZEQUIEL",3/3/2023,19:00,NULL,
TEC INDUSTRIAL,7217,INDUSTRIAS PETROLIFERAS,"SABELLI, ALFREDO JORGE - CELENTANO, MARÍA VICTORIA",3/3/2023,19:00,21:00,
TEC INDUSTRIAL,9217,INDUSTRIAS PETROLÍFERAS,"SABELLI, ALFREDO JORGE - CELENTANO, MARÍA VICTORIA",3/3/2023,19:00,21:00,
CONSTRUCCIONES,9413,PATOLOGÍA DE LA CONSTRUCCIÓN,"DIEGUEZ, PABLO LUIS - CASTIGLIONE, FRANCISCO JAVIER",3/3/2023,19:00,22:00,
MECANICA,6728,SISTEMAS HIDRAULICOS Y NEUMATICOS,"GAILLARDOU, LUIS CESAR",3/3/2023,19:00,23:00,
TRANSPORTE,6809,TRANSITO,"CORTES, JORGE A. PABLO - RAÑO, SERGIO OSCAR - ALFANO, JUAN JOSE",3/3/2023,19:00,21:00,
TRANSPORTE,8807,TRÁNSITO,"ALFANO, JUAN JOSE - RAÑO, SERGIO OSCAR - CORTES, JORGE A. PABLO",3/3/2023,19:00,21:00,
ELECTRONICA,8616,CONTROL AUTOMÁTICO II,"SACO, ROBERTO",3/6/2023,10:00,13:00,
IDIOMAS,9802,IDIOMA ALEMÁN,"JOHNSTONE, NANCY ELENA - RODRIGUEZ BRAVO, ANA LAURA",3/6/2023,10:00,12:00,
IDIOMAS,7803,IDIOMA FRANCES,"NARDELLI, MONICA LILIANA - JOHNSTONE, NANCY ELENA - PEDRINI, SANDRA EVA",3/6/2023,10:00,12:00,
IDIOMAS,9803,IDIOMA FRANCÉS,"PEDRINI, SANDRA EVA - JOHNSTONE, NANCY ELENA",3/6/2023,10:00,12:00,
IDIOMAS,7804,IDIOMA ITALIANO,"BERTAGNOLI, PABLO FABIÁN - JOHNSTONE, NANCY ELENA",3/6/2023,10:00,12:00,
ELECTRONICA,8622,LABORATORIO DE CONTROL AUTOMÁTICO,"SACO, ROBERTO",3/6/2023,10:00,13:00,
ING QUIMICA,7612,MICROBIOLOGIA INDUSTRIAL,"AGÜERO, MARIA VICTORIA",3/6/2023,10:00,13:00,Ing Quimica
ELECTRONICA,8648,SEMINARIO DE ELECTRÓNICA,"MAS, IGNACIO AGUSTIN",3/6/2023,10:00,13:00,
ELECTRONICA,8649,SEMINARIO DE ELECTRÓNICA II,"MAS, IGNACIO AGUSTIN",3/6/2023,10:00,13:00,
IDIOMAS,7802,IDIOMA ALEMAN,"JOHNSTONE, NANCY ELENA - RODRIGUEZ BRAVO, ANA LAURA",3/6/2023,13:00,15:00,
MECANICA,6725,ELEMENTOS DE MAQUINAS,"FACAL, GUILLERMO RUBEN",3/6/2023,15:00,19:00,
HIDRAULICA,8914,HIDRÁULICA MARÍTIMA,"GARAVENTO, EVANGELINA",3/6/2023,15:00,NULL,
CONSTRUCCIONES,9415,SISTEMAS CONSTRUCTIVOS,"MAC DONNELL, HORACIO PATRICIO - MASSERA FURLAN, ALVARO MARCELO",3/6/2023,15:00,18:00,
ESTABILIDAD,6416,ANALISIS EXPERIMENTAL DE TENSIONES,"BERTERO, AGUSTÍN",3/6/2023,16:00,19:00,
ESTABILIDAD,8410,ANÁLISIS EXPERIMENTAL DE TENSIONES,"BERTERO, AGUSTÍN",3/6/2023,16:00,19:00,
ESTABILIDAD,8414,ANÁLISIS SÍSMICO,"BERTERO, RAUL DOMINGO - LEHMANN, ALEJANDRO NICOLAS",3/6/2023,16:00,19:00,
COMPUTACION,7501,COMPUTACIÓN,"CALVO, PATRICIA MABEL",3/6/2023,16:00,18:00,
COMPUTACION,9501,COMPUTACIÓN,"CALVO, PATRICIA MABEL",3/6/2023,16:00,18:00,
TRANSPORTE,6801,CONSTRUCCIÓN DE CARRETERAS,"CAMPANA, JUAN MANUEL - SCHVARTZER, FABIAN ALEJANDRO",3/6/2023,16:00,19:00,
TRANSPORTE,8801,CONSTRUCCIÓN DE CARRETERAS,"CAMPANA, JUAN MANUEL - SCHVARTZER, FABIAN ALEJANDRO",3/6/2023,16:00,19:00,
NAVAL,7307,CONSTRUCCION NAVAL II,"FERRANTE, LEONARDO MANUEL",3/6/2023,16:00,18:00,
ESTABILIDAD,8412,DINÁMICA DE LAS ESTRUCTURAS,"BERTERO, RAUL DOMINGO - LEHMANN, ALEJANDRO NICOLAS",3/6/2023,16:00,19:00,
ESTABILIDAD,8413,DINÁMICA DE LAS ESTRUCTURAS II,"BERTERO, RAUL DOMINGO - LEHMANN, ALEJANDRO NICOLAS",3/6/2023,16:00,19:00,
MECANICA,6716,ENSAYOS INDUSTRIALES,"SVOBODA, HERNAN GABRIEL",3/6/2023,16:00,22:00,
HIDRAULICA,8901,HIDRÁULICA GENERAL,"KOUTSOVITIS, MARIA EVA",3/6/2023,16:00,NULL,
ENERGIA,8540,MÁQUINAS E INSTALACIONES ELÉCTRICAS,"VINSON, EDGARDO GUSTAVO",3/6/2023,16:00,20:00,
ENERGIA,8507,MÁQUINAS ELÉCTRICAS II,"VINSON, EDGARDO GUSTAVO",3/6/2023,16:00,20:00,
MECANICA,8711,MEDIOS DE REPRESENTACIÓN A,"MERLO, RUBEN OSVALDO - RAIDEN, EMILIO AMADO",3/6/2023,16:00,20:00,
NAVAL,7306,VIBRACIONES DE ESTRUCTURAS,"BUCELLO, PABLO AUGUSTO",3/6/2023,16:00,19:00,
TEC INDUSTRIAL,7206,AUTOMATIZACION INDUSTRIAL,"NITTI, ALEJANDRO LEONARDO",3/6/2023,17:00,20:00,
TEC INDUSTRIAL,9206,AUTOMATIZACIÓN INDUSTRIAL Y ROBÓTICA,"NITTI, ALEJANDRO LEONARDO",3/6/2023,17:00,20:00,
AGRIMENSURA,7040,GEOLOGÍA APLICADA,"RE, GUILLERMO HECTOR",3/6/2023,17:00,21:00,
HIDRAULICA,8915,LABORATORIO DE HIDRÁULICA,"LOPARDO, CECILIA",3/6/2023,17:00,NULL,
ELECTRONICA,8640,LABORATORIO DE REDES DE COMPUTADORAS,"UTARD, MARCELO",3/6/2023,17:00,20:00,
ENERGIA,6506,MAQUINAS ELECTRICAS,"JURADO, ALEJANDRO DIEGO",3/6/2023,17:00,20:00,
ENERGIA,8536,MÁQUINAS ELÉCTRICAS,"JURADO, ALEJANDRO DIEGO",3/6/2023,17:00,20:00,
ELECTRONICA,8639,REDES DE COMPUTADORAS,"UTARD, MARCELO",3/6/2023,17:00,20:00,
ENERGIA,7906,Geofisica del Petroleo,Flores,3/6/2023,17:30,,Ing Quimica
COMPUTACION,7541,ALGORITMOS Y PROGRAMACION II,"CALVO, PATRICIA MABEL",3/6/2023,18:00,21:00,
COMPUTACION,9512,ALGORITMOS Y PROGRAMACIÓN II,"CALVO, PATRICIA MABEL",3/6/2023,18:00,21:00,
COMPUTACION,9515,ALGORITMOS Y PROGRAMACIÓN II,"CALVO, PATRICIA MABEL",3/6/2023,18:00,21:00,
AGRIMENSURA,7007,CÁLCULO DE COMPENSACIÓN,"ROBERTS, ALEJANDRO RICARDO",3/6/2023,18:00,22:00,
COMPUTACION,9559,"DISEÑO, OPERACION Y GESTION DE SERVICIOS INFORMATICOS",,3/6/2023,18:00,21:00,
ENERGIA,7913,Ev. de Proyectos,VINSON,3/6/2023,18:00,,Ing Quimica
ENERGIA,7909,Gas y Condensados,Casares,3/6/2023,18:00,,Ing Quimica
CONSTRUCCIONES,9404,HORMIGÓN II,"COLOMBO, MARIANO ANDRES - EDER, GUSTAVO RODOLFO",3/6/2023,18:00,21:00,
IDIOMAS,7801,IDIOMA INGLES,"JOHNSTONE, NANCY ELENA - NARDELLI, MONICA LILIANA",3/6/2023,18:00,20:00,
IDIOMAS,9801,IDIOMA INGLÉS,"JOHNSTONE, NANCY ELENA - PEREGRINI, FABIAN ALBERTO",3/6/2023,18:00,20:00,
IDIOMAS,9804,IDIOMA ITALIANO,"BERTAGNOLI, PABLO FABIÁN - JOHNSTONE, NANCY ELENA",3/6/2023,18:00,20:00,
ENERGIA,7908,Ing. de Reservorios,CARRONE,3/6/2023,18:00,,Ing Quimica
ING QUIMICA,7642,INGENIERIA DE LAS INSTALACIONES II B,"GELSO, LAUTARO",3/6/2023,18:00,21:00,Ing Quimica
ING QUIMICA,7654,INSTALACIONES DE PLANTAS DE PROCESOS,"GELSO, LAUTARO",3/6/2023,18:00,21:00,Ing Quimica
TEC INDUSTRIAL,9203,INTRODUCCIÓN A LA INGENIERÍA INDUSTRIAL,"RICKERT, CARLOS - PINCHETE, LUIS ALBERTO",3/6/2023,18:00,22:00,
ING QUIMICA,7660,LABORATORIO DE OPERACIONES Y PROCESOS,"CHOCRON, MAURICIO",3/6/2023,18:00,22:00,
ENERGIA,7912,PRODUCCIÓN DE PETRÓLEO,"GONZALEZ FERRER, JUAN MANUEL",3/6/2023,18:00,21:00,Ing Quimica
COMPUTACION,9508,TALLER DE PROGRAMACIÓN,"DEYMONNAZ, PABLO ANDRES",3/6/2023,18:00,22:00,
COMPUTACION,7542,TALLER DE PROGRAMACION I,"DEYMONNAZ, PABLO ANDRES",3/6/2023,18:00,22:00,
MECANICA,6715,TECNOLOGIA MECANICA I,"COSTA, EDUARDO ROBERTO",3/6/2023,18:00,22:00,
ENERGIA,7911,Terminacion de Pozos,Sorenson,3/6/2023,18:00,,Ing Quimica
AGRIMENSURA,7000,TESIS,"MONTES, ALEJANDRO GABRIEL",3/6/2023,18:00,22:00,
AGRIMENSURA,7034,TOPOGRAFÍA III,"CIMBARO, SERGIO RUBEN",3/6/2023,18:00,22:00,
AGRIMENSURA,7035,TOPOGRAFÍA IV,"CIMBARO, SERGIO RUBEN",3/6/2023,18:00,22:00,
HIDRAULICA,8919,TRANSPORTE DE FLUIDOS TUBERÍAS,"HARDTKE, ASTRID LAURA",3/6/2023,18:00,NULL,
TEC INDUSTRIAL,7205,ARQUITECTURA INDUSTRIAL,"DIEGO, ROSA ANGELA",3/6/2023,18:30,21:30,
TEC INDUSTRIAL,9205,EDIFICIOS INDUSTRIALES,"DIEGO, ROSA ANGELA",3/6/2023,18:30,21:30,
GESTION,9130,ESTADÍSTICA APLICADA II,"BONOLI ESCOBAR, MARIANO FELIPE",3/6/2023,18:30,NULL,
TEC INDUSTRIAL,7210,INDUSTRIAS DE CELULOSA Y PAPEL,"DELORENZI, FABIAN",3/6/2023,18:30,20:00,
TEC INDUSTRIAL,9210,INDUSTRIAS DE CELULOSA Y PAPEL,"DELORENZI, FABIAN",3/6/2023,18:30,20:00,
ENERGIA,8518,ACCIONAMIENTOS ELÉCTRICOS,"PETRONI, OSVALDO DARIO",3/6/2023,19:00,21:00,
TRANSPORTE,8809,ANÁLISIS DE SISTEMAS DE TRANSPORTE,"AGOSTA, ROBERTO DANIEL - PAPAZIAN, ARTURO",3/6/2023,19:00,22:00,
MECANICA,6710,CALOR Y TERMODINAMICA,"SALCEDO, DAMIAN JORGE LUIS",3/6/2023,19:00,22:30,
GESTION,7137,DIRECCION DE MANUFACTURA,"KOLL, MARCELO HORACIO",3/6/2023,19:00,NULL,
GESTION,9126,DIRECCIÓN DE MANUFACTURA,"KOLL, MARCELO HORACIO",3/6/2023,19:00,NULL,
ENERGIA,8520,ENERGÍAS RENOVABLES,"OTERO, ALEJANDRO DANIEL",3/6/2023,19:00,22:00,
MECANICA,xx.xx,ENSAYOS NO DESTRUCTIVOS ESTRUCTURALES,"FUCHINECCO, JOSE LUIS ANTONIO",3/6/2023,19:00,21:00,
TRANSPORTE,6804,FERROCARRILES,"TORIGGIA, MAXIMILIANO GABRIEL - SEGARRA PRADES, MERITXELL - CASTRO DURAN, MARIANO GAB - ROSUJOVSKY, ALBERTO JORGE",3/6/2023,19:00,22:00,
TRANSPORTE,8812,FERROCARRILES A,NULL,3/6/2023,19:00,22:00,
TRANSPORTE,8804,FERROCARRILES B,"TORIGGIA, MAXIMILIANO GABRIEL - SEGARRA PRADES, MERITXELL - CASTRO DURAN, MARIANO GAB - ROSUJOVSKY, ALBERTO JORGE",3/6/2023,19:00,22:00,
GESTION,9102,GERENCIAMIENTO Y ORGANIZACIÓN DE OBRAS CIVILES,"KOMPEL, LUIS JOSE",3/6/2023,19:00,NULL,
ING QUIMICA,7629,INDUSTRIA DE PROCESOS,"IPPOLITO, PABLO FEDERICO",3/6/2023,19:00,22:00,Ing Quimica
TEC INDUSTRIAL,7218,INDUSTRIAS II,"DAMIANO, AUGUSTO ALEJANDRO",3/6/2023,19:00,22:00,
TEC INDUSTRIAL,9218,INDUSTRIAS II,"DAMIANO, AUGUSTO ALEJANDRO",3/6/2023,19:00,22:00,
TRANSPORTE,6807,INGENIERIA DEL TRANSPORTE,"PAPAZIAN, ARTURO",3/6/2023,19:00,22:00,
ENERGIA,8511,INSTALACIONES DE BAJA TENSIÓN Y LUMINOTECNIA,"PETRONI, OSVALDO DARIO",3/6/2023,19:00,21:00,
ELECTRONICA,8621,INSTRUMENTACIÓN Y CONTROL DE PROCESOS,"SELLERIO, GUILLERMO CARLO",3/6/2023,19:00,22:00,
GESTION,9127,LOGÍSTICA,"ZAMMARANO, JOSE SALVADOR",3/6/2023,19:00,NULL,
GESTION,7143,LOGISTICA INTEGRAL,"ZAMMARANO, JOSE SALVADOR",3/6/2023,19:00,NULL,
TEC INDUSTRIAL,9213,MATERIALES INDUSTRIALES II,"SALGADO, HORACIO - SURACE, PABLO ESTEBAN",3/6/2023,19:00,21:00,
TEC INDUSTRIAL,7213,MATERIALES INDUSTRIALES II,"SURACE, PABLO ESTEBAN - SALGADO, HORACIO",3/6/2023,19:00,21:00,
ENERGIA,8505,Medidas Electricas,,3/6/2023,19:00,,
MECANICA,6747,METALOGRAFÍA,"FUCHINECCO, JOSE LUIS ANTONIO",3/6/2023,19:00,22:00,
COMPUTACION,9521,MÉTODOS Y MODELOS EN LA INGENIERIA DE SOFTWARE II,"PAEZ, NICOLAS MARTIN",3/6/2023,19:00,22:00,
MECANICA,6726,METROLOGIA,"BARR, JOHN LESLIE",3/6/2023,19:00,22:00,
