DEPTO,CÓDIGO,MATERIA,DOCENTES,FECHA,HORA INICIO,HORA FIN,SEDE
ING QUIMICA,7641,BIOTECNOLOGÍA,"MARIÑO, FERNANDO JAVIER",2/8/2023,18:00,22:00,Ing Quimica
MECANICA,6723,CONVERSION DE ENERGIA,"TURCHETTI, EDGARDO MARCELO",2/8/2023,18:00,21:00,Paseo Colon
MECANICA,8704,CONVERSIÓN DE ENERGÍA,"TURCHETTI, EDGARDO MARCELO",2/8/2023,18:00,21:00,Paseo Colon
MECANICA,8707,FUENTES Y MÁQUINAS ENERGÉTICAS,"TURCHETTI, EDGARDO MARCELO",2/8/2023,18:00,21:00,Paseo Colon
CONSTRUCCIONES,9401,HORMIGÓN I,"FOLINO, PAULA CECILIA - MALVAR PERRIN, ANDRES",2/8/2023,18:00,22:00,
TEC INDUSTRIAL,7209,INDUSTRIAS PLASTICAS,"SABELLI, ALFREDO JORGE - PITA, MARIA MACARENA",2/8/2023,18:00,21:00,
TEC INDUSTRIAL,9209,INDUSTRIAS PLÁSTICAS,"SABELLI, ALFREDO JORGE - PITA, MARIA MACARENA",2/8/2023,18:00,21:00,
TEC INDUSTRIAL,9219,PROCESOS DE MANUFACTURA II,"MAZZEO, SEBASTIAN",2/8/2023,18:00,22:00,
AGRIMENSURA,7032,SISTEMAS DE INFORMACIÓN GEOGRÁFICA I,"RODRIGUEZ, MARIA MACARENA",2/8/2023,18:00,22:00,
MECANICA,6717,TALLER,"SCHENKEL, CHRISTIAN DAVID",2/8/2023,18:00,22:00,Paseo Colon
MECANICA,8715,TALLER A,"SCHENKEL, CHRISTIAN DAVID",2/8/2023,18:00,22:00,Paseo Colon
MECANICA,6756,TECNICAS ENERGETICAS,"ROMANO, SILVIA DANIELA",2/8/2023,18:00,22:00,Paseo Colon
ENERGIA,7903,Terminacion I,Laluf,2/8/2023,18:00,,Ing Quimica
MECANICA,6704,TERMODINAMICA I A,"MOSCARDI, MARIO ALBERTO - TURCHETTI, EDGARDO MARCELO",2/8/2023,18:00,22:00,Paseo Colon
MECANICA,8702,TERMODINÁMICA I A,"MOSCARDI, MARIO ALBERTO - TURCHETTI, EDGARDO MARCELO",2/8/2023,18:00,22:00,Paseo Colon
ELECTRONICA,8635,VIDEO DIGITAL,"VENTURINO, GABRIEL FRANCISCO",2/8/2023,18:00,21:00,Paseo Colon
GESTION,7150,INGENIERIA ECONOMICA I,"ESCARDO, ADRIAN JAVIER",2/8/2023,18:30,NULL,
COMPUTACION,7540,ALGORITMOS Y PROGRAMACION I,"AZCURRA, DIEGO ANDRES",2/8/2023,19:00,22:00,Paseo Colon
COMPUTACION,9511,ALGORITMOS Y PROGRAMACIÓN I,"AZCURRA, DIEGO ANDRES",2/8/2023,19:00,22:00,Paseo Colon
COMPUTACION,9514,ALGORITMOS Y PROGRAMACIÓN I,"AZCURRA, DIEGO ANDRES",2/8/2023,19:00,22:00,Paseo Colon
GESTION,9120,COMERCIALIZACIÓN,"SWINYARD, CARLOS MARCELO",2/8/2023,19:00,NULL,
GESTION,7133,COMERCIALIZACIÓN DE PRODUCTOS INDUSTRIALES,"SWINYARD, CARLOS MARCELO",2/8/2023,19:00,NULL,
MECANICA,6761,FUNDAM. MATEMÁT. DE LA VISIÓN ROBÓTICA,"BRUMOVSKY, ANDRES FRANCISCO",2/8/2023,19:00,22:00,Paseo Colon
TEC INDUSTRIAL,7207,INDUSTRIAS III,"SABELLI, ALFREDO JORGE",2/8/2023,19:00,23:00,
TEC INDUSTRIAL,9207,INSTALACIONES INDUSTRIALES,"SABELLI, ALFREDO JORGE",2/8/2023,19:00,23:00,
GESTION,7107,INVESTIGACION OPERATIVA,"RIGOU, DANIEL FRANCISCO",2/8/2023,19:00,NULL,
GESTION,9107,INVESTIGACIÓN OPERATIVA I,"RIGOU, DANIEL FRANCISCO",2/8/2023,19:00,NULL,
GESTION,9131,INVESTIGACIÓN OPERATIVA II,"RIGOU, DANIEL FRANCISCO",2/8/2023,19:00,NULL,
GESTION,7121,LEGISLACIÓN Y EJERCICIO PROFESIONAL DE LA ING. CIVIL,"CASSIN, ALEJANDRA LUZ",2/8/2023,19:00,NULL,
GESTION,9116,LEGISLACIÓN Y EJERCICIO PROFESIONAL DE LA INGENIERÍA CIVIL,"CASSIN, ALEJANDRA LUZ",2/8/2023,19:00,NULL,
MECANICA,6737,MAQUINAS ENERGETICAS,"TURCHETTI, EDGARDO MARCELO",2/8/2023,19:00,21:00,Paseo Colon
CONSTRUCCIONES,9406,PRESAS,"FOLINO, PAULA CECILIA",2/8/2023,19:00,22:00,
ELECTRONICA,6675,PROCESOS ESTOCÁSTICOS,"ZOLA, JULIO GUILLERMO",2/8/2023,19:00,22:00,Paseo Colon
ELECTRONICA,8609,PROCESOS ESTOCÁSTICOS,"ZOLA, JULIO GUILLERMO",2/8/2023,19:00,22:00,Paseo Colon
COMPUTACION,7571,SEMINARIO DE ING. EN INFORMATICA I,"SERVETTO, ARTURO CARLOS",2/8/2023,19:00,22:00,Paseo Colon
MECANICA,6722,SISTEMAS DE CONTROL,"ANDRADA, JOSE ABEL",2/8/2023,19:00,22:00,Paseo Colon
ELECTRONICA,8611,TEORÍA DE LA INFORMACIÓN Y CODIFICACIÓN,"BARRAZA, NESTOR RUBEN",2/8/2023,19:00,22:00,Paseo Colon
ING QUIMICA,7616,ELECTROQUIMICA,"GIUNTA, PABLO DANIEL",2/9/2023,14:00,17:00,Ing Quimica
TRANSPORTE,8810,CAMINOS,"RAÑO, SERGIO OSCAR - CORTES, JORGE A. PABLO - SANCHEZ, EMILSES SOLEDAD",2/9/2023,14:30,17:30,
ESTABILIDAD,8411,SEGURIDAD ESTRUCTURAL,"LEHMANN, ALEJANDRO NICOLAS",2/9/2023,15:30,18:00,
ELECTRONICA,8638,ARQUITECTURAS PARALELAS,"PANTAZIS, RICARDO DEMETRIO",2/9/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8656,PROCESAMIENTO DE IMÁGENES,"GALARZA, CECILIA GABRIELA",2/9/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8651,PROCESAMIENTO DE SEÑALES I,"GALARZA, CECILIA GABRIELA",2/9/2023,0:00,19:00,Paseo Colon
ELECTRONICA,8652,PROCESAMIENTO DE SEÑALES II,"GALARZA, CECILIA GABRIELA",2/9/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8655,TEORÍA DE DETECCIÓN Y ESTIMACIÓN,"GALARZA, CECILIA GABRIELA",2/9/2023,16:00,19:00,Paseo Colon
COMPUTACION,7541,ALGORITMOS Y PROGRAMACION II,"BUCHWALD, MARTÍN EZEQUIEL",2/9/2023,17:00,20:00,Paseo Colon
COMPUTACION,9512,ALGORITMOS Y PROGRAMACIÓN II,"BUCHWALD, MARTÍN EZEQUIEL",2/9/2023,17:00,20:00,Paseo Colon
COMPUTACION,9515,ALGORITMOS Y PROGRAMACIÓN II,"BUCHWALD, MARTÍN EZEQUIEL",2/9/2023,17:00,20:00,Paseo Colon
HIDRAULICA,8903,CENTRALES HIDRÁULICAS,"Bacchiega, Daniel",2/9/2023,17:00,NULL,
GESTION,7117,DERECHO INFORMATICO,"NOREMBERG, ADRIAN",2/9/2023,17:00,NULL,
ING QUIMICA,7657,DISEÑO DE PROCESOS,"FERNANDEZ, BEATRIZ ETHEL",2/9/2023,17:00,22:00,Ing Quimica
GESTION,7156,LEG. Y EJ. PROF. DE LA ING. DE ALIMENTOS,"NOREMBERG, ADRIAN",2/9/2023,17:00,NULL,
GESTION,7127,LEG. Y EJ. PROF. DE LA ING. ELECTRONICA,"NOREMBERG, ADRIAN",2/9/2023,17:00,NULL,
GESTION,7140,LEG. Y EJ. PROF. DE LA ING. EN INFORMAT.,"NOREMBERG, ADRIAN",2/9/2023,17:00,NULL,
GESTION,9111,LEGISLACIÓN Y EJERCICIO PROFESIONAL DE LA INGENIERÍA ELECTRÓNICA,"NOREMBERG, ADRIAN",2/9/2023,17:00,NULL,
GESTION,9140,LEGISLACIÓN Y EJERCICIO PROFESIONAL EN SISTEMAS E INFORMÁTICA,"NOREMBERG, ADRIAN",2/9/2023,17:00,NULL,
COMPUTACION,7530,TEORIA DE ALGORITMOS II,"BUCHWALD, MARTÍN EZEQUIEL",2/9/2023,17:00,20:00,Paseo Colon
COMPUTACION,7540,ALGORITMOS Y PROGRAMACION I,"CAMEJO, MANUEL",2/9/2023,18:00,21:00,Paseo Colon
COMPUTACION,9514,ALGORITMOS Y PROGRAMACIÓN I,"CAMEJO, MANUEL",2/9/2023,18:00,21:00,Paseo Colon
COMPUTACION,7541,ALGORITMOS Y PROGRAMACION II,"PANDOLFO, LUCAS HERNAN",2/9/2023,18:00,21:00,Paseo Colon
COMPUTACION,9512,ALGORITMOS Y PROGRAMACIÓN II,"PANDOLFO, LUCAS HERNAN",2/9/2023,18:00,21:00,Paseo Colon
COMPUTACION,9515,ALGORITMOS Y PROGRAMACIÓN II,"PANDOLFO, LUCAS HERNAN",2/9/2023,18:00,21:00,Paseo Colon
COMPUTACION,9515,ALGORITMOS Y PROGRAMACIÓN II,"JUAREZ, ANDRÉS ALBERTO",2/9/2023,18:00,21:00,Paseo Colon
MECANICA,6730,COMBUSTION,"ROMANO, SILVIA DANIELA",2/9/2023,18:00,22:00,Paseo Colon
AGRIMENSURA,7012,GEODESIA I,"MONTES, ALEJANDRO GABRIEL",2/9/2023,18:00,22:00,
ELECTRONICA,8631,SERVICIOS Y REDES DE COMUNICACIONES,"VENTURINO, GABRIEL FRANCISCO",2/9/2023,18:00,21:00,Paseo Colon
COMPUTACION,7561,TALLER DE PROGRAMACION III,"CAMEJO, MANUEL",2/9/2023,18:00,21:00,Paseo Colon
MECANICA,6798,TRAB. PROFESIONAL DE ING. MECANICA A,"FERNANDEZ GALVAN, ERIEL ALEJANDRO",2/9/2023,18:00,22:00,Paseo Colon
HIDRAULICA,8905,HIDROLOGÍA,"URIBURU QUIRNO, MARCELO",2/9/2023,18:30,NULL,
HIDRAULICA,8917,MECÁNICA DE LOS FLUIDOS,"CALZARETTO, RICARDO ALBERTO",2/9/2023,18:30,NULL,
HIDRAULICA,6903,MECANICA DE LOS FLUIDOS A,"CALZARETTO, RICARDO ALBERTO",2/9/2023,18:30,NULL,
COMPUTACION,9508,TALLER DE PROGRAMACIÓN,"VEIGA, ANDRES ARTURO",2/9/2023,18:30,20:30,Paseo Colon
COMPUTACION,7542,TALLER DE PROGRAMACION I,"VEIGA, ANDRES ARTURO",2/9/2023,18:30,20:30,Paseo Colon
ELECTRONICA,8667,COMUNICACIONES RADIOLELECTRICAS Y RADIOENLACES,"BONELLI, FERNANDO OSCAR",2/9/2023,19:00,22:00,Paseo Colon
COMPUTACION,9568,DESARROLLO CON NUEVAS TECNOLOGÍAS,"COSSO, PABLO GUSTAVO",2/9/2023,19:00,22:00,Paseo Colon
ENERGIA,8525,ESTACIONES TRANSFORMADORAS Y DE DISTRIBUCIÓN,"SECCHI, MARINO GASTON",2/9/2023,19:00,21:00,Paseo Colon
ELECTRONICA,8602,INTRODUCCIÓN A LA INGENIERÍA ELECTRÓNICA,"VEIGA, RICARDO ALFREDO",2/9/2023,19:00,22:00,Paseo Colon
GESTION,9132,INVESTIGACIÓN OPERATIVA III,"CIMINARI SMITH, LUCIANO MATIAS",2/9/2023,19:00,NULL,
GESTION,7132,INVESTIGACION OPERATIVA SUPERIOR,"CIMINARI SMITH, LUCIANO MATIAS",2/9/2023,19:00,NULL,
ENERGIA,7918,PROPIEDADES DE LA ROCA Y LOS FLUÍDOS DE RESERVORIOS,"MANESTAR, GASTÓN JOSÉ",2/9/2023,19:00,21:00,Ing Quimica
COMPUTACION,7571,SEMINARIO DE ING. EN INFORMATICA I,"COSSO, PABLO GUSTAVO",2/9/2023,19:00,22:00,Paseo Colon
COMPUTACION,7572,SEMINARIO DE ING. EN INFORMATICA II,"COSSO, PABLO GUSTAVO",2/9/2023,19:00,22:00,Paseo Colon
FISICA,8202,FÍSICA II,"PEREZ, LILIANA INES",2/10/2023,9:00,12:00,Paseo Colon
FISICA,6203,FISICA II A,"PEREZ, LILIANA INES",2/10/2023,9:00,12:00,Paseo Colon
FISICA,6204,FISICA II B,"PEREZ, LILIANA INES",2/10/2023,9:00,12:00,Paseo Colon
ING QUIMICA,7663,DISEÑO AVANZADO DE REACTORES,"DIEUZEIDE, MARIA LAURA",2/10/2023,10:00,13:00,Ing Quimica
ING QUIMICA,7653,DISEÑO DE REACTORES,"DIEUZEIDE, MARIA LAURA",2/10/2023,10:00,13:00,Ing Quimica
ING QUIMICA,7608,INGENIERIA DE LAS REACCIONES QUIMICAS,"DIEUZEIDE, MARIA LAURA",2/10/2023,10:00,13:00,Ing Quimica
ELECTRONICA,8606,CIRCUITOS ELECTRÓNICOS,"ZOLA, JULIO GUILLERMO",2/10/2023,13:00,16:00,Paseo Colon
GESTION,9144,HERRAMIENTAS DE GESTIÓN PROFESIONAL,"CONDE, MARIA EUGENIA",2/10/2023,15:00,NULL,
ELECTRONICA,6609,LABORATORIO DE MICROCOMPUTADORAS,"CAMPIGLIO, GUILLERMO CARLOS",2/10/2023,15:00,18:00,Paseo Colon
ELECTRONICA,8607,LABORATORIO DE MICROPROCESADORES,"CAMPIGLIO, GUILLERMO CARLOS",2/10/2023,15:00,18:00,Paseo Colon
MECANICA,6719,MAQUINAS ALTERNATIVAS,"ZAMBRANO, DANIEL ALBERTO - ERRAZQUIN, JORGE",2/10/2023,15:00,18:00,Paseo Colon
MECANICA,6751,MAQUINAS TERMICAS,"ZAMBRANO, DANIEL ALBERTO - ERRAZQUIN, JORGE",2/10/2023,15:00,18:00,Paseo Colon
MECANICA,8717,MÁQUINAS TÉRMICAS,"ERRAZQUIN, JORGE - ZAMBRANO, DANIEL ALBERTO",2/10/2023,15:00,18:00,Paseo Colon
FISICA,6206,MECANICA I,"SORICHETTI, PATRICIO ANIBAL",2/10/2023,15:00,18:00,Paseo Colon
NAVAL,7314,NAVEGACION,"ORLIACQ, ERNESTO EDUARDO",2/10/2023,15:00,17:00,Paseo Colon
MECANICA,6724,PROYECTO DE INSTALACIONES INDUSTRIALES,"ERRAZQUIN, JORGE",2/10/2023,15:00,18:00,Paseo Colon
GESTION,7131,ORGANIZACION DE LA PRODUCCION,"CONDE, MARIA EUGENIA",2/10/2023,17:00,NULL,
GESTION,9113,ORGANIZACIÓN DE LA PRODUCCIÓN,"CONDE, MARIA EUGENIA",2/10/2023,17:00,NULL,
ENERGIA,7910,DESARROLLO DE YACIMIENTOS,"VEIGA, RICARDO DANIEL",2/10/2023,18:00,20:00,Ing Quimica
ENERGIA,7920,Ensayo de Pozos,Vitriu,2/10/2023,18:00,,Ing Quimica
GESTION,9139,ESTRUCTURAS Y PROCESOS ORGANIZACIONALES,"GALLI, ADRIANA SILVIA",2/10/2023,18:00,NULL,
TEC INDUSTRIAL,9220,INDUSTRIA AUTOMOTRIZ,"SABELLI, ALFREDO JORGE - CONTI, AGUSTIN ALEJANDRO",2/10/2023,18:00,21:00,
GESTION,9129,INGENIERÍA ECONÓMICA A,"LELIC, RIFAT - PALANDELLA, MAURICIO GUILLERMO",2/10/2023,18:00,NULL,
GESTION,7151,INGENIERIA ECONOMICA II,"PALANDELLA, MAURICIO GUILLERMO - LELIC, RIFAT",2/10/2023,18:00,NULL,
QUIMICA,6314,QUÍMICA ORGÁNICA,"BOEYKENS, SUSANA PATRICIA - PIOL, MARIA NATALIA - MARTINS ALHO, MIRIAM - EIRAS, JAVIER",2/10/2023,18:00,21:00,Paseo Colon
MECANICA,6741,AUTOMOTORES,"CEBREIRO, JOSE PABLO",2/10/2023,18:30,20:30,Paseo Colon
ELECTRONICA,8623,ACCIONAMIENTOS VARIABLES,"TACCA, HERNAN EMILIO",2/10/2023,19:00,22:00,Paseo Colon
ELECTRONICA,8633,ELECTRÓNICA,"OREGLIA, EDUARDO VICTOR",2/10/2023,19:00,22:00,Paseo Colon
ELECTRONICA,8624,ELECTRÓNICA DE POTENCIA,"TACCA, HERNAN EMILIO",2/10/2023,19:00,22:00,Paseo Colon
ELECTRONICA,6603,ELECTRÓNICA GENERAL,"OREGLIA, EDUARDO VICTOR",2/10/2023,19:00,22:00,Paseo Colon
ELECTRONICA,6604,ELECTRONICA I,"OREGLIA, EDUARDO VICTOR",2/10/2023,19:00,22:00,Paseo Colon
ELECTRONICA,6605,ELECTRONICA II,"OREGLIA, EDUARDO VICTOR",2/10/2023,19:00,22:00,Paseo Colon
GESTION,9137,EMPRENDIMIENTOS DE INGENIERÍA,NULL,2/10/2023,19:00,NULL,
ESTABILIDAD,6413,ESTABILIDAD III B,"ABELEDO, MARCELO GUILLERMO",2/10/2023,19:00,22:00,
TEC INDUSTRIAL,7212,INDUSTRIAS TEXTILES,"ZOGBI, MARCELO MIGUEL",2/10/2023,19:00,22:00,
TEC INDUSTRIAL,9212,INDUSTRIAS TEXTILES,"ZOGBI, MARCELO MIGUEL",2/10/2023,19:00,22:00,
CONSTRUCCIONES,9413,PATOLOGÍA DE LA CONSTRUCCIÓN,"DIEGUEZ, PABLO LUIS - CASTIGLIONE, FRANCISCO JAVIER",2/10/2023,19:00,22:00,
TRANSPORTE,6809,TRANSITO,"CORTES, JORGE A. PABLO - RAÑO, SERGIO OSCAR - ALFANO, JUAN JOSE",2/10/2023,19:00,21:00,
TRANSPORTE,8807,TRÁNSITO,"ALFANO, JUAN JOSE - RAÑO, SERGIO OSCAR - CORTES, JORGE A. PABLO",2/10/2023,19:00,21:00,
COMPUTACION,7539,APLICACIONES INFORMATICAS,"IERACHE, JORGE SALVADOR",2/12/2023,18:30,21:30,Paseo Colon
MATEMATICA,6107,MATEMATICA DISCRETA,"ACERO, FERNANDO RODOLFO - GRYNBERG, SEBASTIAN PABLO",2/13/2023,7:00,10:00,Paseo Colon
MATEMATICA,8111,MATEMÁTICA DISCRETA,"GRYNBERG, SEBASTIAN PABLO - ACERO, FERNANDO RODOLFO",2/13/2023,7:00,10:00,Paseo Colon
MATEMATICA,6122,ALGEBRA II C,"GRYNBERG, SEBASTIAN PABLO - GRÖER, MARIA GABRIELA",2/13/2023,9:00,13:00,Paseo Colon
QUIMICA,8302,QUÍMICA APLICADA,"VERA, CLAUDIA MARIA CRISTINA - CARACCIOLO, NESTOR - HERME, CARLOS ALBERTO - BOEYKENS, SUSANA PATRICIA - PIOL, MARIA NATALIA",2/13/2023,10:00,13:00,Paseo Colon
QUIMICA,6311,QUIMICA APLICADA A,"VERA, CLAUDIA MARIA CRISTINA - CARACCIOLO, NESTOR - HERME, CARLOS ALBERTO - BOEYKENS, SUSANA PATRICIA - PIOL, MARIA NATALIA",2/13/2023,10:00,13:00,Paseo Colon
ELECTRONICA,8648,SEMINARIO DE ELECTRÓNICA,"MAS, IGNACIO AGUSTIN",2/13/2023,10:00,13:00,Paseo Colon
ELECTRONICA,8649,SEMINARIO DE ELECTRÓNICA II,"MAS, IGNACIO AGUSTIN",2/13/2023,10:00,13:00,Paseo Colon
ING QUIMICA,7644,PRÁCTICA PROFESIONAL,"JAGUS, ROSA JUANA",2/13/2023,14:00,17:00,Ing Quimica
CONSTRUCCIONES,9402,ARQUITECTURA Y PLANIFICACIÓN URBANA,"MELICCHIO, MARIA ROSA - MARINELLI, PATRICIA SUSANA",2/13/2023,15:00,18:00,
COMPUTACION,7501,COMPUTACIÓN,"BURIN, ABRAHAM ALBERTO DA",2/13/2023,15:00,19:00,Paseo Colon
COMPUTACION,9501,COMPUTACIÓN,"BURIN, ABRAHAM ALBERTO DA",2/13/2023,15:00,19:00,Paseo Colon
MECANICA,6725,ELEMENTOS DE MAQUINAS,"FACAL, GUILLERMO RUBEN",2/13/2023,15:00,19:00,Paseo Colon
HIDRAULICA,8914,HIDRÁULICA MARÍTIMA,"GARAVENTO, EVANGELINA",2/13/2023,15:00,NULL,
ELECTRONICA,6620,ORGANIZACION DE COMPUTADORAS,"HAMKALO, JOSE LUIS",2/13/2023,15:00,18:00,Paseo Colon
ELECTRONICA,8637,ORGANIZACIÓN DE COMPUTADORAS,"HAMKALO, JOSE LUIS",2/13/2023,15:00,18:00,Paseo Colon
TEC INDUSTRIAL,9216,SEMINARIO DE INGENIERÍA INDUSTRIAL II,"GONZALEZ, XAVIER IGNACIO",2/13/2023,15:00,17:00,
CONSTRUCCIONES,9415,SISTEMAS CONSTRUCTIVOS,"MAC DONNELL, HORACIO PATRICIO - MASSERA FURLAN, ALVARO MARCELO",2/13/2023,15:00,18:00,
CONSTRUCCIONES,9408,URBANISMO,"MELICCHIO, MARIA ROSA - MARINELLI, PATRICIA SUSANA",2/13/2023,15:00,18:00,
ESTABILIDAD,6416,ANALISIS EXPERIMENTAL DE TENSIONES,"BERTERO, AGUSTÍN",2/13/2023,16:00,19:00,
ESTABILIDAD,8410,ANÁLISIS EXPERIMENTAL DE TENSIONES,"BERTERO, AGUSTÍN",2/13/2023,16:00,19:00,
COMPUTACION,7512,ANALISIS NUMERICO I,"SCHWARZ, RODOLFO ALEJANDRO",2/13/2023,16:00,19:00,Las Heras
COMPUTACION,9504,ANÁLISIS NUMÉRICO I,"SCHWARZ, RODOLFO ALEJANDRO",2/13/2023,16:00,19:00,Las Heras
ESTABILIDAD,8414,ANÁLISIS SÍSMICO,"BERTERO, RAUL DOMINGO - LEHMANN, ALEJANDRO NICOLAS",2/13/2023,16:00,19:00,
COMPUTACION,7501,COMPUTACIÓN,"CALVO, PATRICIA MABEL",2/13/2023,16:00,18:00,Paseo Colon
COMPUTACION,9501,COMPUTACIÓN,"CALVO, PATRICIA MABEL",2/13/2023,16:00,18:00,Paseo Colon
ELECTRONICA,8625,COMUNICACIONES DIGITALES I,"REY VEGA, LEONARDO JAVIER",2/13/2023,16:00,19:00,Paseo Colon
ESTABILIDAD,8412,DINÁMICA DE LAS ESTRUCTURAS,"BERTERO, RAUL DOMINGO - LEHMANN, ALEJANDRO NICOLAS",2/13/2023,16:00,19:00,
ESTABILIDAD,8413,DINÁMICA DE LAS ESTRUCTURAS II,"BERTERO, RAUL DOMINGO - LEHMANN, ALEJANDRO NICOLAS",2/13/2023,16:00,19:00,
MECANICA,6716,ENSAYOS INDUSTRIALES,"SVOBODA, HERNAN GABRIEL",2/13/2023,16:00,22:00,Paseo Colon
AGRIMENSURA,7026,HIDRAULICA AGRICOLA Y SANEAMIENTO,"FIORE, MONICA MARIA ELISA",2/13/2023,16:00,20:00,
MECANICA,8711,MEDIOS DE REPRESENTACIÓN A,"RAIDEN, EMILIO AMADO - MERLO, RUBEN OSVALDO",2/13/2023,16:00,20:00,Paseo Colon
COMPUTACION,9513,MÉTODOS MATEMÁTICOS Y NUMÉRICOS,"SCHWARZ, RODOLFO ALEJANDRO",2/13/2023,16:00,19:00,Paseo Colon
COMPUTACION,9510,MODELACIÓN NUMÉRICA,"SCHWARZ, RODOLFO ALEJANDRO",2/13/2023,16:00,19:00,Paseo Colon
ELECTRONICA,8605,SEÑALES Y SISTEMAS,"TORRES, HUMBERTO MAXIMILIANO",2/13/2023,16:00,19:00,Paseo Colon
ELECTRONICA,6674,SEÑALES Y SISTEMAS,"TORRES, HUMBERTO MAXIMILIANO",2/13/2023,16:00,19:00,Paseo Colon
NAVAL,7306,VIBRACIONES DE ESTRUCTURAS,"BUCELLO, PABLO AUGUSTO",2/13/2023,16:00,19:00,Paseo Colon
TEC INDUSTRIAL,7206,AUTOMATIZACION INDUSTRIAL,"NITTI, ALEJANDRO LEONARDO",2/13/2023,17:00,20:00,
TEC INDUSTRIAL,9206,AUTOMATIZACIÓN INDUSTRIAL Y ROBÓTICA,"NITTI, ALEJANDRO LEONARDO",2/13/2023,17:00,20:00,
COMPUTACION,7501,COMPUTACIÓN,"SERVETTO, ARTURO CARLOS",2/13/2023,17:00,19:00,Paseo Colon
COMPUTACION,9501,COMPUTACIÓN,"SERVETTO, ARTURO CARLOS",2/13/2023,17:00,19:00,Paseo Colon
AGRIMENSURA,7040,GEOLOGÍA APLICADA,"RE, GUILLERMO HECTOR",2/13/2023,17:00,21:00,
AMBIENTE,7741,GESTION AMBIENTAL EN LA IND. ALIMENTARIA,"BENAVIDES, MARIA ELENA",2/13/2023,17:00,19:00,Paseo Colon
AMBIENTE,9703,HIGIENE Y SEGURIDAD EN OBRAS CIVILES,"AUGUET, JORGE OMAR",2/13/2023,17:00,19:00,Paseo Colon
AMBIENTE,9701,HIGIENE Y SEGURIDAD INDUSTRIAL,"AUGUET, JORGE OMAR",2/13/2023,17:00,19:00,Paseo Colon
ING QUIMICA,7656,INSTR. Y CONTROL DE PLANTAS QUÍMICAS,"ZANINI, ANIBAL JOSE ANTONIO",2/13/2023,17:00,22:00,Ing Quimica
ING QUIMICA,7609,INSTRUMEN. Y CONTROL DE PLANTAS QUIMICAS,"ZANINI, ANIBAL JOSE ANTONIO",2/13/2023,17:00,22:00,Ing Quimica
ING QUIMICA,7643,INSTRUMENTACION Y CONTROL,"ZANINI, ANIBAL JOSE ANTONIO",2/13/2023,17:00,22:00,Ing Quimica
HIDRAULICA,8915,LABORATORIO DE HIDRÁULICA,"LOPARDO, CECILIA",2/13/2023,17:00,NULL,
ELECTRONICA,8640,LABORATORIO DE REDES DE COMPUTADORAS,"UTARD, MARCELO",2/13/2023,17:00,20:00,Paseo Colon
ENERGIA,6506,MAQUINAS ELECTRICAS,"JURADO, ALEJANDRO DIEGO",2/13/2023,17:00,20:00,Paseo Colon
ENERGIA,8536,MÁQUINAS ELÉCTRICAS,"JURADO, ALEJANDRO DIEGO",2/13/2023,17:00,20:00,Paseo Colon
ELECTRONICA,8639,REDES DE COMPUTADORAS,"UTARD, MARCELO",2/13/2023,17:00,20:00,Paseo Colon
ENERGIA,7906,Geofisica del Petroleo,Flores,2/13/2023,17:30,,Ing Quimica
COMPUTACION,7541,ALGORITMOS Y PROGRAMACION II,"CALVO, PATRICIA MABEL",2/13/2023,18:00,21:00,Paseo Colon
COMPUTACION,9512,ALGORITMOS Y PROGRAMACIÓN II,"CALVO, PATRICIA MABEL",2/13/2023,18:00,21:00,Paseo Colon
COMPUTACION,9515,ALGORITMOS Y PROGRAMACIÓN II,"CALVO, PATRICIA MABEL",2/13/2023,18:00,21:00,Paseo Colon
AGRIMENSURA,7007,CÁLCULO DE COMPENSACIÓN,"ROBERTS, ALEJANDRO RICARDO",2/13/2023,18:00,22:00,
NAVAL,7302,CONSTRUCCION NAVAL I,"TOUBES, GUSTAVO LUCAS",2/13/2023,18:00,21:00,Paseo Colon
COMPUTACION,9559,"DISEÑO, OPERACION Y GESTION DE SERVICIOS INFORMATICOS",,2/13/2023,18:00,21:00,Paseo Colon
FISICA,8206,ELECTROMAGNETISMO,"REY VEGA, LEONARDO JAVIER",2/13/2023,18:00,21:00,Paseo Colon
FISICA,6208,ELECTROMAGNETISMO A,"REY VEGA, LEONARDO JAVIER",2/13/2023,18:00,21:00,Paseo Colon
FISICA,6209,ELECTROMAGNETISMO B,"REY VEGA, LEONARDO JAVIER",2/13/2023,18:00,21:00,Paseo Colon
ENERGIA,7913,Ev. de Proyectos,VINSON,2/13/2023,18:00,,Ing Quimica
ENERGIA,7909,Gas y Condensados,Casares,2/13/2023,18:00,,Ing Quimica
AGRIMENSURA,7002,GEOMETRIA DESCRIPTIVA,"DARIN, MONICA BEATRIZ",2/13/2023,18:00,22:00,
CONSTRUCCIONES,9404,HORMIGÓN II,"COLOMBO, MARIANO ANDRES - EDER, GUSTAVO RODOLFO",2/13/2023,18:00,21:00,
TEC INDUSTRIAL,7204,INDUSTRIAS DE PROCESOS DE CONFORMACION,"MAZZEO, SEBASTIAN",2/13/2023,18:00,22:00,
ENERGIA,7908,Ing. de Reservorios,CARRONE,2/13/2023,18:00,,Ing Quimica
